
■plugin_system
●システム定数
| 定数 | ナデシコバージョン | | '?' | なでしこばーじょん |
| 定数 | ナデシコエンジン | | 'nadesi.com/v3' | なでしこえんじん |
| 定数 | ナデシコ種類 | | 'wnako3/cnako3' | なでしこしゅるい |
| 定数 | はい | | 1 | はい |
| 定数 | いいえ | | 0 | いいえ |
| 定数 | 真 | | 1 | しん |
| 定数 | 偽 | | 0 | ぎ |
| 定数 | 永遠 | | 1 | えいえん |
| 定数 | オン | | 1 | おん |
| 定数 | オフ | | 0 | おふ |
| 定数 | 改行 | | '\n' | かいぎょう |
| 定数 | タブ | | '\t' | たぶ |
| 定数 | カッコ | | '「' | かっこ |
| 定数 | カッコ閉 | | '」' | かっことじ |
| 定数 | 波カッコ | | '{' | なみかっこ |
| 定数 | 波カッコ閉 | | ' | なみかっことじ |
| 定数 | OK | | true | OK |
| 定数 | NG | | false | NG |
| 定数 | キャンセル | | 0 | きゃんせる |
| 定数 | PI | | Math.PI | PI |
| 定数 | 空 | | '' | から |
| 定数 | NULL | | null | NULL |
| 定数 | undefined | | undefined | undefined |
| 定数 | 未定義 | | undefined | みていぎ |
| 定数 | エラーメッセージ | | '' | えらーめっせーじ |
| 定数 | 対象 | | '' | たいしょう |
| 定数 | 対象キー | | '' | たいしょうきー |
| 定数 | 回数 | | '' | かいすう |
| 定数 | CR | | '\r' | CR |
| 定数 | LF | | '\n' | LF |
| 関数 | 空配列 |  | 空の配列を返す | からはいれつ |
| 関数 | 空ハッシュ |  | 空のハッシュを返す | からはっしゅ |
| 関数 | 空オブジェクト |  | 空のオブジェクトを返す | からおぶじぇくと |
●標準出力
| 関数 | 表示 | Sを/Sと | Sを表示 | ひょうじ |
| 定数 | 表示ログ | | '' | ひょうじろぐ |
| 関数 | 表示ログクリア |  | 表示ログを空にする | ひょうじろぐくりあ |
| 関数 | 言 | Sを/Sと | Sを表示 | いう |
| 関数 | コンソール表示 | Sを/Sと | Sをコンソール表示する(console.log) | こんそーるひょうじ |
●四則演算
| 関数 | 足 | AにBを/Aと | AとBを足す | たす |
| 関数 | 引 | AからBを | AからBを引く | ひく |
| 関数 | 掛 | AにBを/Aと | AにBを掛ける | かける |
| 関数 | 倍 | AのB | AのB倍を求める | ばい |
| 関数 | 割 | AをBで | AをBで割る | わる |
| 関数 | 割余 | AをBで | AをBで割った余りを求める | わったあまり |
| 関数 | 以上 | AがB | AがB以上か | いじょう |
| 関数 | 以下 | AがB | AがB以下か | いか |
| 関数 | 未満 | AがB | AがB未満か | みまん |
| 関数 | 超 | AがB | AがB超か | ちょう |
| 関数 | 等 | AがBと | AがBと等しいか | ひとしい |
| 関数 | 等無 | AがBと | AがBと等しくないか | ひとしくない |
| 関数 | 一致 | AがBと | AがBと一致するか(配列や辞書も比較可能) | いっち |
| 関数 | 不一致 | AがBと | AがBと不一致か(配列や辞書も比較可能) | ふいっち |
| 関数 | 範囲内 | VがAからBの | VがAからBの範囲内か | はんいない |
| 関数 | 連続加算 | Bを...Aに/...Aと | A1+A2+A3...にBを足す(可変引数) | れんぞくかさん |
●敬語
| 関数 | ください |  | 敬語対応のため | ください |
| 関数 | お願 |  | ソースコードを読む人を気持ちよくする | おねがいします |
| 関数 | です |  | ソースコードを読む人を気持ちよくする | です |
| 関数 | 拝啓 |  | ソースコードを読む人を気持ちよくする | はいけい |
| 関数 | 礼節レベル取得 |  | (お遊び)敬語を何度使ったか返す | おねがいします |
●特殊命令
| 関数 | JS実行 | SRCを/SRCで | JavaScriptのコードSRCを実行する(変数sysでなでしこシステムを参照できる) | JSじっこう |
| 関数 | JSオブジェクト取得 | NAMEの | なでしこで定義した関数や変数nameのJavaScriptオブジェクトを取得する | JSおぶじぇくとしゅとく |
| 関数 | JS関数実行 | NAMEをARGSで | JavaScriptの関数NAMEを引数ARGS(配列)で実行する | JSかんすうしゅとく |
| 関数 | JSメソッド実行 | OBJのMをARGSで | JavaScriptのオブジェクトOBJのメソッドMを引数ARGS(配列)で実行する | JSめそっどじっこう |
| 関数 | ナデシコ | CODEを/CODEで | なでしこのコードCODEを実行する | なでしこする |
| 関数 | ナデシコ続 | CODEを/CODEで | なでしこのコードCODEを実行する | なでしこつづける |
| 関数 | 実行 | Fを/Fに/Fで | 無名関数（あるいは、文字列で関数名を指定）Fを実行する(Fが関数でなければ無視する) | じっこう |
| 関数 | 実行時間計測 | Fの | 関数Fを実行して要した時間をミリ秒で返す | じっこうじかんけいそく |
●型変換
| 関数 | 変数型確認 | Vの | 変数Vの型を返す | へんすうかたかくにん |
| 関数 | TYPEOF | Vの | 変数Vの型を返す | TYPEOF |
| 関数 | 文字列変換 | Vを | 値Vを文字列に変換 | もじれつへんかん |
| 関数 | TOSTR | Vを | 値Vを文字列に変換 | TOSTR |
| 関数 | 整数変換 | Vを | 値Vを整数に変換 | せいすうへんかん |
| 関数 | TOINT | Vを | 値Vを整数に変換 | TOINT |
| 関数 | 実数変換 | Vを | 値Vを実数に変換 | じっすうへんかん |
| 関数 | TOFLOAT | Vを | 値Vを実数に変換 | TOFLOAT |
| 関数 | INT | Vの | 値Vを整数に変換 | INT |
| 関数 | FLOAT | Vの | 値Vを実数に変換 | FLOAT |
| 関数 | NAN判定 | Vを | 値VがNaNかどうかを判定 | NANはんてい |
| 関数 | HEX | Aの | 値Vを16進数に変換 | HEX |
| 関数 | RGB | RとGのBで | HTML用のカラーコードを返すRGB(R,G,B)で各値は0-255 | RGB |
●論理演算
| 関数 | 論理OR | AとBの | (ビット演算で)AとBの論理和を返す(v1非互換)。 | ろんりOR |
| 関数 | 論理AND | AとBの | (ビット演算で)AとBの論理積を返す(v1非互換)。日本語の「AかつB」に相当する | ろんりAND |
| 関数 | 論理NOT | Vの | 値Vが0ならば1、それ以外ならば0を返す(v1非互換) | ろんりNOT |
●ビット演算
| 関数 | OR | AとBの | (ビット演算で)AとBの論理和を返す。 | OR |
| 関数 | AND | AとBの | (ビット演算で)AとBの論理積を返す。日本語の「AかつB」に相当する | AND |
| 関数 | XOR | AとBの | (ビット演算で)AとBの排他的論理和を返す。 | XOR |
| 関数 | NOT | Vの | (ビット演算で)vの各ビットを反転して返す。 | NOT |
